ORDER NUMBER,ORDER DATE,ITEM NAME,QUANTITY,PRODUCT PRICE,TOTAL PRODUCTS
13427,15/02/2019 18:34,Mint Sauce,1,0.5,7
13425,15/02/2019 18:29,Mango Chutney,1,0.5,9
13425,15/02/2019 18:29,Mint Sauce,1,0.5,9
13425,15/02/2019 18:29,Onion Chutney,1,0.5,9
13423,15/02/2019 18:24,Mango Chutney,1,0.5,10
13420,15/02/2019 18:16,Mango Chutney,1,0.5,8
13418,15/02/2019 18:04,Onion Chutney,1,0.5,7
13417,15/02/2019 17:59,Mint Sauce,2,0.5,7
13417,15/02/2019 17:59,Onion Chutney,1,0.5,7
13417,15/02/2019 17:59,Red Sauce,2,0.5,7
13416,15/02/2019 17:58,Mango Chutney,1,0.5,9
13416,15/02/2019 17:58,Mint Sauce,1,0.5,9
13413,15/02/2019 17:08,Mango Chutney,1,0.5,9
13413,15/02/2019 17:08,Red Sauce,1,0.5,9
13407,14/02/2019 19:34,Mint Sauce,1,0.5,6
13407,14/02/2019 19:34,Red Sauce,1,0.5,6
13404,14/02/2019 19:07,Mint Sauce,2,0.5,6
13397,14/02/2019 18:36,Mint Sauce,1,0.5,6
13397,14/02/2019 18:36,Mango Chutney,1,0.5,6
13396,14/02/2019 18:30,Mint Sauce,1,0.5,8
13396,14/02/2019 18:30,Mango Chutney,1,0.5,8
13396,14/02/2019 18:30,Onion Chutney,1,0.5,8
13393,14/02/2019 18:19,Mango Chutney,1,0.5,5
13393,14/02/2019 18:19,Onion Chutney,1,0.5,5
13386,14/02/2019 17:01,Mango Chutney,1,0.5,6
13373,12/02/2019 18:14,Mango Chutney,1,0.5,7
13360,10/02/2019 19:17,Mint Sauce,1,0.5,8
13360,10/02/2019 19:17,Mango Chutney,1,0.5,8
13351,09/02/2019 21:20,Mint Sauce,1,0.5,5
13346,09/02/2019 20:04,Mango Chutney,1,0.5,9
13346,09/02/2019 20:04,Onion Chutney,1,0.5,9
13346,09/02/2019 20:04,Red Sauce,1,0.5,9
13342,09/02/2019 19:10,Mint Sauce,1,0.5,10
13342,09/02/2019 19:10,Mango Chutney,1,0.5,10
13340,09/02/2019 19:04,Mint Sauce,1,0.5,9
13335,09/02/2019 18:24,Red Sauce,1,0.5,8
13328,09/02/2019 17:58,Mango Chutney,1,0.5,8
13328,09/02/2019 17:58,Onion Chutney,1,0.5,8
13324,09/02/2019 17:22,Mango Chutney,2,0.5,6
13321,08/02/2019 21:46,Mango Chutney,2,0.5,8
13321,08/02/2019 21:46,Onion Chutney,1,0.5,8
13313,08/02/2019 18:44,Lime Pickle,1,0.5,5
13307,08/02/2019 17:59,Onion Chutney,1,0.5,15
13307,08/02/2019 17:59,Red Sauce,2,0.5,15
13307,08/02/2019 17:59,Lime Pickle,1,0.5,15
13307,08/02/2019 17:59,Mint Sauce,1,0.5,15
13297,07/02/2019 18:52,Mango Chutney,2,0.5,13
13297,07/02/2019 18:52,Mint Sauce,1,0.5,13
13297,07/02/2019 18:52,Onion Chutney,1,0.5,13
13294,07/02/2019 18:30,Lime Pickle,1,0.5,5
13291,07/02/2019 17:56,Mango Chutney,3,0.5,9
13291,07/02/2019 17:56,Onion Chutney,2,0.5,9
13291,07/02/2019 17:56,Mint Sauce,2,0.5,9
13291,07/02/2019 17:56,Red Sauce,1,0.5,9
13290,07/02/2019 17:52,Mango Chutney,1,0.5,7
13274,05/02/2019 21:21,Onion Chutney,1,0.5,6
13274,05/02/2019 21:21,Red Sauce,1,0.5,6
13270,05/02/2019 19:20,Mango Chutney,1,0.5,5
13266,05/02/2019 19:02,Mango Chutney,1,0.5,5
13266,05/02/2019 19:02,Mint Sauce,1,0.5,5
13244,03/02/2019 18:08,Mango Chutney,1,0.5,11
13244,03/02/2019 18:08,Onion Chutney,1,0.5,11
13243,03/02/2019 17:24,Mango Chutney,1,0.5,7
13237,02/02/2019 20:30,Mint Sauce,1,0.5,9
13236,02/02/2019 20:16,Mint Sauce,2,0.5,6
13236,02/02/2019 20:16,Onion Chutney,2,0.5,6
13233,02/02/2019 19:45,Mint Sauce,2,0.5,6
13232,02/02/2019 19:43,Mango Chutney,1,0.5,6
13231,02/02/2019 19:41,Mango Chutney,2,0.5,9
13230,02/02/2019 19:36,Mango Chutney,1,0.5,5
13228,02/02/2019 19:09,Mint Sauce,1,0.5,9
13228,02/02/2019 19:09,Mango Chutney,1,0.5,9
13223,02/02/2019 18:42,Mango Chutney,2,0.5,7
13223,02/02/2019 18:42,Mint Sauce,2,0.5,7
13220,02/02/2019 18:19,Lime Pickle,1,0.5,8
13220,02/02/2019 18:19,Onion Chutney,1,0.5,8
13220,02/02/2019 18:19,Mango Chutney,1,0.5,8
13220,02/02/2019 18:19,Red Sauce,1,0.5,8
13220,02/02/2019 18:19,Lime Pickle,1,0.5,8
13220,02/02/2019 18:19,Onion Chutney,1,0.5,8
13220,02/02/2019 18:19,Mango Chutney,1,0.5,8
13220,02/02/2019 18:19,Red Sauce,1,0.5,8
13216,02/02/2019 18:10,Mango Chutney,2,0.5,7
13216,02/02/2019 18:10,Onion Chutney,2,0.5,7
13209,02/02/2019 17:23,Mango Chutney,1,0.5,6
13206,02/02/2019 17:02,Mint Sauce,1,0.5,9
13193,01/02/2019 18:59,Red Sauce,2,0.5,6
13189,01/02/2019 18:23,Mango Chutney,1,0.5,7
13189,01/02/2019 18:23,Mint Sauce,1,0.5,7
13184,01/02/2019 18:05,Mint Sauce,2,0.5,13
13184,01/02/2019 18:05,Onion Chutney,2,0.5,13
13184,01/02/2019 18:05,Red Sauce,2,0.5,13
13184,01/02/2019 18:05,Lime Pickle,1,0.5,13
13179,01/02/2019 17:12,Mango Chutney,1,0.5,8
13171,31/01/2019 19:20,Mango Chutney,1,0.5,9
13171,31/01/2019 19:20,Mint Sauce,1,0.5,9
13171,31/01/2019 19:20,Red Sauce,1,0.5,9
13168,31/01/2019 18:44,Mint Sauce,2,0.5,7
13166,31/01/2019 18:11,Mango Chutney,1,0.5,7
13163,31/01/2019 14:54,Mango Chutney,1,0.5,6
13149,30/01/2019 16:25,Mango Chutney,1,0.5,5
13148,29/01/2019 21:00,Mango Chutney,1,0.5,4
13147,29/01/2019 19:58,Onion Chutney,1,0.5,6
13147,29/01/2019 19:58,Mint Sauce,1,0.5,6
13144,29/01/2019 18:30,Mango Chutney,1,0.5,5
13143,29/01/2019 18:27,Mango Chutney,1,0.5,5
13140,28/01/2019 19:51,Mint Sauce,1,0.5,6
13140,28/01/2019 19:51,Mango Chutney,1,0.5,6
13140,28/01/2019 19:51,Lime Pickle,1,0.5,6
13139,28/01/2019 19:25,Mint Sauce,1,0.5,7
13139,28/01/2019 19:25,Red Sauce,1,0.5,7
13133,27/01/2019 21:08,Mango Chutney,1,0.5,5
13126,27/01/2019 19:03,Red Sauce,2,0.5,6
13113,26/01/2019 20:12,Mango Chutney,1,0.5,7
13113,26/01/2019 20:12,Mint Sauce,1,0.5,7
13113,26/01/2019 20:12,Onion Chutney,1,0.5,7
13107,26/01/2019 19:48,Mint Sauce,1,0.5,8
13105,26/01/2019 19:29,Lime Pickle,1,0.5,11
13105,26/01/2019 19:29,Red Sauce,1,0.5,11
13105,26/01/2019 19:29,Onion Chutney,1,0.5,11
13105,26/01/2019 19:29,Mango Chutney,1,0.5,11
13096,26/01/2019 18:42,Mint Sauce,2,0.5,8
13096,26/01/2019 18:42,Mango Chutney,2,0.5,8
13096,26/01/2019 18:42,Red Sauce,1,0.5,8
13093,26/01/2019 18:08,Lime Pickle,1,0.5,8
13093,26/01/2019 18:08,Mint Sauce,1,0.5,8
13093,26/01/2019 18:08,Mango Chutney,1,0.5,8
13092,26/01/2019 18:01,Mint Sauce,2,0.5,10
13084,25/01/2019 20:22,Mango Chutney,1,0.5,7
13083,25/01/2019 20:01,Red Sauce,1,0.5,5
13081,25/01/2019 19:10,Mango Chutney,1,0.5,11
13081,25/01/2019 19:10,Mint Sauce,1,0.5,11
13081,25/01/2019 19:10,Onion Chutney,1,0.5,11
13080,25/01/2019 18:53,Mango Chutney,1,0.5,8
13080,25/01/2019 18:53,Red Sauce,1,0.5,8
13080,25/01/2019 18:53,Onion Chutney,1,0.5,8
13079,25/01/2019 18:43,Mint Sauce,1,0.5,10
13072,25/01/2019 18:16,Mint Sauce,1,0.5,9
13071,25/01/2019 18:16,Mango Chutney,1,0.5,10
13069,25/01/2019 18:13,Lime Pickle,1,0.5,7
13069,25/01/2019 18:13,Mango Chutney,1,0.5,7
13069,25/01/2019 18:13,Red Sauce,1,0.5,7
13068,25/01/2019 18:09,Mint Sauce,2,0.5,8
13068,25/01/2019 18:09,Mango Chutney,1,0.5,8
13068,25/01/2019 18:09,Red Sauce,1,0.5,8
13064,25/01/2019 17:49,Mango Chutney,1,0.5,7
13054,24/01/2019 17:10,Red Sauce,1,0.5,6
13047,23/01/2019 19:49,Mint Sauce,2,0.5,6
13046,23/01/2019 18:57,Mango Chutney,1,0.5,11
13046,23/01/2019 18:57,Mint Sauce,1,0.5,11
13043,22/01/2019 20:38,Onion Chutney,1,0.5,5
13040,22/01/2019 19:32,Mint Sauce,1,0.5,11
13038,22/01/2019 18:01,Red Sauce,1,0.5,6
13023,19/01/2019 20:33,Mango Chutney,1,0.5,6
13023,19/01/2019 20:33,Red Sauce,1,0.5,6
13020,19/01/2019 19:41,Mint Sauce,2,0.5,8
13020,19/01/2019 19:41,Mango Chutney,1,0.5,8
13018,19/01/2019 19:26,Red Sauce,1,0.5,9
13018,19/01/2019 19:26,Mango Chutney,1,0.5,9
13018,19/01/2019 19:26,Onion Chutney,1,0.5,9
13016,19/01/2019 19:12,Mango Chutney,1,0.5,10
13016,19/01/2019 19:12,Mint Sauce,1,0.5,10
13016,19/01/2019 19:12,Onion Chutney,1,0.5,10
13016,19/01/2019 19:12,Lime Pickle,1,0.5,10
13013,19/01/2019 19:03,Mint Sauce,1,0.5,8
13013,19/01/2019 19:03,Mango Chutney,1,0.5,8
13013,19/01/2019 19:03,Onion Chutney,1,0.5,8
13013,19/01/2019 19:03,Lime Pickle,1,0.5,8
13007,19/01/2019 18:29,Onion Chutney,1,0.5,11
13007,19/01/2019 18:29,Mint Sauce,1,0.5,11
13007,19/01/2019 18:29,Red Sauce,1,0.5,11
13000,19/01/2019 17:22,Mango Chutney,1,0.5,6
12998,19/01/2019 17:01,Onion Chutney,1,0.5,4
12997,19/01/2019 16:44,Mango Chutney,2,0.5,4
12994,19/01/2019 13:39,Lime Pickle,1,0.5,6
12992,18/01/2019 21:33,Mint Sauce,1,0.5,7
12992,18/01/2019 21:33,Onion Chutney,1,0.5,7
12989,18/01/2019 20:09,Lime Pickle,1,0.5,13
12989,18/01/2019 20:09,Red Sauce,2,0.5,13
12989,18/01/2019 20:09,Onion Chutney,2,0.5,13
12989,18/01/2019 20:09,Mint Sauce,2,0.5,13
12989,18/01/2019 20:09,Mango Chutney,2,0.5,13
12987,18/01/2019 19:33,Mint Sauce,1,0.5,12
12987,18/01/2019 19:33,Mango Chutney,1,0.5,12
12986,18/01/2019 19:30,Mango Chutney,1,0.5,9
12986,18/01/2019 19:30,Mint Sauce,1,0.5,9
12980,18/01/2019 18:21,Mango Chutney,1,0.5,13
12980,18/01/2019 18:21,Mint Sauce,1,0.5,13
12980,18/01/2019 18:21,Onion Chutney,2,0.5,13
12980,18/01/2019 18:21,Red Sauce,1,0.5,13
12980,18/01/2019 18:21,Lime Pickle,1,0.5,13
12979,18/01/2019 18:20,Mango Chutney,2,0.5,7
12979,18/01/2019 18:20,Onion Chutney,1,0.5,7
12972,18/01/2019 16:49,Mint Sauce,1,0.5,6
12967,17/01/2019 19:34,Mint Sauce,2,0.5,6
12965,17/01/2019 18:47,Mango Chutney,1,0.5,6
12963,17/01/2019 18:14,Mango Chutney,1,0.5,7
12963,17/01/2019 18:14,Mint Sauce,1,0.5,7
12961,17/01/2019 17:28,Mango Chutney,2,0.5,7
12961,17/01/2019 17:28,Onion Chutney,2,0.5,7
12952,16/01/2019 18:36,Mint Sauce,1,0.5,8
12940,14/01/2019 17:40,Mango Chutney,1,0.5,10
12936,13/01/2019 19:15,Lime Pickle,1,0.5,9
12936,13/01/2019 19:15,Mint Sauce,1,0.5,9
12935,13/01/2019 18:36,Mango Chutney,1,0.5,11
12935,13/01/2019 18:36,Mint Sauce,1,0.5,11
12928,13/01/2019 17:15,Mango Chutney,1,0.5,11
12924,12/01/2019 21:39,Mango Chutney,1,0.5,8
12924,12/01/2019 21:39,Mint Sauce,1,0.5,8
12921,12/01/2019 20:02,Mango Chutney,1,0.5,12
12915,12/01/2019 19:30,Mango Chutney,1,0.5,8
12915,12/01/2019 19:30,Onion Chutney,1,0.5,8
12913,12/01/2019 19:28,Red Sauce,1,0.5,6
12911,12/01/2019 19:04,Mango Chutney,1,0.5,8
12910,12/01/2019 18:55,Mango Chutney,1,0.5,8
12910,12/01/2019 18:55,Mint Sauce,1,0.5,8
12910,12/01/2019 18:55,Red Sauce,1,0.5,8
12908,12/01/2019 18:15,Mango Chutney,1,0.5,7
12907,12/01/2019 18:15,Onion Chutney,1,0.5,7
12905,12/01/2019 17:54,Mango Chutney,1,0.5,6
12898,11/01/2019 19:09,Red Sauce,1,0.5,4
12895,11/01/2019 18:48,Lime Pickle,1,0.5,9
12895,11/01/2019 18:48,Mango Chutney,1,0.5,9
12893,11/01/2019 18:44,Mango Chutney,1,0.5,6
12890,11/01/2019 18:25,Mango Chutney,2,0.5,7
12890,11/01/2019 18:25,Onion Chutney,1,0.5,7
12884,10/01/2019 22:21,Mango Chutney,1,0.5,7
12880,10/01/2019 19:10,Mango Chutney,1,0.5,9
12871,08/01/2019 21:46,Mango Chutney,1,0.5,7
12870,08/01/2019 21:20,Onion Chutney,1,0.5,5
12844,05/01/2019 19:54,Mango Chutney,1,0.5,6
12842,05/01/2019 19:39,Mango Chutney,6,0.5,15
12842,05/01/2019 19:39,Mint Sauce,6,0.5,15
12840,05/01/2019 19:20,Mint Sauce,1,0.5,6
12839,05/01/2019 19:07,Mango Chutney,1,0.5,6
12835,05/01/2019 18:43,Mango Chutney,1,0.5,8
12835,05/01/2019 18:43,Mint Sauce,1,0.5,8
12834,05/01/2019 18:41,Mint Sauce,1,0.5,6
12833,05/01/2019 18:35,Mango Chutney,1,0.5,7
12830,05/01/2019 18:14,Mint Sauce,2,0.5,7
12828,05/01/2019 18:08,Mango Chutney,2,0.5,7
12828,05/01/2019 18:08,Onion Chutney,2,0.5,7
12825,05/01/2019 17:43,Mango Chutney,1,0.5,5
12822,05/01/2019 16:52,Onion Chutney,2,0.5,7
12812,04/01/2019 19:57,Mango Chutney,1,0.5,7
12812,04/01/2019 19:57,Red Sauce,1,0.5,7
12809,04/01/2019 19:12,Mango Chutney,1,0.5,5
12804,04/01/2019 18:20,Onion Chutney,1,0.5,8
12804,04/01/2019 18:20,Mint Sauce,1,0.5,8
12802,04/01/2019 18:07,Mango Chutney,2,0.5,7
12801,04/01/2019 17:51,Red Sauce,1,0.5,6
12801,04/01/2019 17:51,Mint Sauce,1,0.5,6
12800,04/01/2019 17:47,Mint Sauce,1,0.5,8
12789,03/01/2019 17:26,Onion Chutney,3,0.5,9
12789,03/01/2019 17:26,Mango Chutney,1,0.5,9
12789,03/01/2019 17:26,Red Sauce,2,0.5,9
12789,03/01/2019 17:26,Mint Sauce,1,0.5,9
12787,02/01/2019 18:55,Mint Sauce,1,0.5,4
12784,02/01/2019 17:44,Mint Sauce,1,0.5,6
12783,02/01/2019 17:39,Onion Chutney,1,0.5,11
12783,02/01/2019 17:39,Lime Pickle,1,0.5,11
12782,02/01/2019 16:51,Mango Chutney,1,0.5,11
12782,02/01/2019 16:51,Mint Sauce,1,0.5,11
12782,02/01/2019 16:51,Onion Chutney,1,0.5,11
12782,02/01/2019 16:51,Red Sauce,1,0.5,11
12782,02/01/2019 16:51,Lime Pickle,1,0.5,11
12772,01/01/2019 18:55,Mango Chutney,1,0.5,7
12772,01/01/2019 18:55,Mint Sauce,1,0.5,7
12767,01/01/2019 16:54,Mint Sauce,1,0.5,8
12765,31/12/2018 21:56,Mint Sauce,1,0.5,7
12764,31/12/2018 21:13,Mango Chutney,1,0.5,5
12763,31/12/2018 20:54,Mango Chutney,1,0.5,10
12763,31/12/2018 20:54,Mint Sauce,1,0.5,10
12763,31/12/2018 20:54,Onion Chutney,1,0.5,10
12763,31/12/2018 20:54,Red Sauce,1,0.5,10
12754,31/12/2018 19:07,Mint Sauce,3,0.5,13
12752,31/12/2018 19:05,Mango Chutney,3,0.5,10
12752,31/12/2018 19:05,Mint Sauce,1,0.5,10
12752,31/12/2018 19:05,Red Sauce,1,0.5,10
12744,31/12/2018 18:22,Mango Chutney,1,0.5,8
12744,31/12/2018 18:22,Mint Sauce,1,0.5,8
12744,31/12/2018 18:22,Lime Pickle,1,0.5,8
12743,31/12/2018 18:17,Mint Sauce,1,0.5,11
12743,31/12/2018 18:17,Mango Chutney,1,0.5,11
12739,31/12/2018 17:16,Mint Sauce,1,0.5,9
12736,31/12/2018 16:54,Lime Pickle,1,0.5,7
12735,31/12/2018 16:40,Mango Chutney,2,0.5,16
12734,31/12/2018 16:29,Mango Chutney,1,0.5,7
12731,30/12/2018 22:55,Mint Sauce,1,0.5,6
12731,30/12/2018 22:55,Mango Chutney,2,0.5,6
12730,30/12/2018 22:17,Mango Chutney,1,0.5,6
12727,30/12/2018 19:53,Mango Chutney,1,0.5,4
12724,30/12/2018 18:56,Mint Sauce,1,0.5,4
12719,30/12/2018 17:57,Mint Sauce,1,0.5,10
12719,30/12/2018 17:57,Onion Chutney,1,0.5,10
12719,30/12/2018 17:57,Lime Pickle,1,0.5,10
12719,30/12/2018 17:57,Mango Chutney,1,0.5,10
12715,30/12/2018 17:00,Mango Chutney,2,0.5,8
12715,30/12/2018 17:00,Red Sauce,1,0.5,8
12710,29/12/2018 17:56,Mint Sauce,1,0.5,9
12707,29/12/2018 17:33,Mango Chutney,1,0.5,6
12702,29/12/2018 13:40,Mango Chutney,1,0.5,13
12702,29/12/2018 13:40,Mint Sauce,1,0.5,13
12702,29/12/2018 13:40,Lime Pickle,1,0.5,13
12696,28/12/2018 19:21,Mint Sauce,2,0.5,6
12691,28/12/2018 18:34,Mango Chutney,2,0.5,10
12685,28/12/2018 16:47,Mango Chutney,1,0.5,7
12682,27/12/2018 19:17,Onion Chutney,1,0.5,8
12681,27/12/2018 19:14,Mango Chutney,1,0.5,11
12681,27/12/2018 19:14,Mint Sauce,1,0.5,11
12679,27/12/2018 18:51,Mango Chutney,3,0.5,16
12679,27/12/2018 18:51,Mint Sauce,2,0.5,16
12679,27/12/2018 18:51,Onion Chutney,4,0.5,16
12673,26/12/2018 18:13,Mint Sauce,1,0.5,4
12672,26/12/2018 18:13,Red Sauce,1,0.5,14
12672,26/12/2018 18:13,Mint Sauce,2,0.5,14
12672,26/12/2018 18:13,Mango Chutney,1,0.5,14
12671,26/12/2018 18:12,Mint Sauce,2,0.5,6
12662,24/12/2018 20:43,Mango Chutney,1,0.5,4
12660,24/12/2018 20:12,Mango Chutney,1,0.5,10
12660,24/12/2018 20:12,Mint Sauce,1,0.5,10
12657,24/12/2018 19:08,Onion Chutney,1,0.5,10
12656,24/12/2018 19:05,Mango Chutney,1,0.5,16
12656,24/12/2018 19:05,Mint Sauce,1,0.5,16
12656,24/12/2018 19:05,Onion Chutney,1,0.5,16
12656,24/12/2018 19:05,Lime Pickle,1,0.5,16
12653,24/12/2018 18:48,Mint Sauce,1,0.5,8
12653,24/12/2018 18:48,Mango Chutney,1,0.5,8
12653,24/12/2018 18:48,Red Sauce,1,0.5,8
12651,24/12/2018 18:40,Mint Sauce,1,0.5,3
12650,24/12/2018 18:36,Mango Chutney,2,0.5,12
12650,24/12/2018 18:36,Mint Sauce,1,0.5,12
12650,24/12/2018 18:36,Onion Chutney,1,0.5,12
12646,24/12/2018 18:07,Mango Chutney,1,0.5,7
12646,24/12/2018 18:07,Mint Sauce,1,0.5,7
12646,24/12/2018 18:07,Onion Chutney,1,0.5,7
12639,23/12/2018 21:12,Onion Chutney,1,0.5,4
12634,23/12/2018 19:44,Red Sauce,1,0.5,14
12634,23/12/2018 19:44,Onion Chutney,1,0.5,14
12634,23/12/2018 19:44,Mint Sauce,1,0.5,14
12634,23/12/2018 19:44,Mango Chutney,1,0.5,14
12626,23/12/2018 18:00,Mint Sauce,2,0.5,9
12626,23/12/2018 18:00,Onion Chutney,1,0.5,9
12626,23/12/2018 18:00,Mango Chutney,1,0.5,9
12625,23/12/2018 17:58,Mint Sauce,1,0.5,6
12625,23/12/2018 17:58,Onion Chutney,1,0.5,6
12624,23/12/2018 17:34,Mango Chutney,1,0.5,10
12624,23/12/2018 17:34,Onion Chutney,1,0.5,10
12612,22/12/2018 19:57,Onion Chutney,1,0.5,7
12612,22/12/2018 19:57,Mango Chutney,1,0.5,7
12611,22/12/2018 19:34,Onion Chutney,1,0.5,6
12611,22/12/2018 19:34,Mint Sauce,1,0.5,6
12610,22/12/2018 19:25,Mango Chutney,1,0.5,8
12610,22/12/2018 19:25,Mint Sauce,1,0.5,8
12609,22/12/2018 19:22,Mint Sauce,1,0.5,8
12609,22/12/2018 19:22,Mango Chutney,1,0.5,8
12599,22/12/2018 18:22,Mint Sauce,1,0.5,12
12599,22/12/2018 18:22,Onion Chutney,2,0.5,12
12599,22/12/2018 18:22,Red Sauce,1,0.5,12
12598,22/12/2018 18:20,Mango Chutney,1,0.5,10
12596,22/12/2018 18:02,Mango Chutney,1,0.5,6
12595,22/12/2018 17:36,Mint Sauce,2,0.5,9
12595,22/12/2018 17:36,Onion Chutney,1,0.5,9
12595,22/12/2018 17:36,Red Sauce,2,0.5,9
12594,22/12/2018 17:36,Mango Chutney,1,0.5,6
12593,22/12/2018 17:32,Onion Chutney,1,0.5,7
12593,22/12/2018 17:32,Mango Chutney,1,0.5,7
12592,22/12/2018 17:27,Mint Sauce,1,0.5,8
12592,22/12/2018 17:27,Onion Chutney,1,0.5,8
12590,21/12/2018 21:39,Lime Pickle,1,0.5,5
12590,21/12/2018 21:39,Onion Chutney,1,0.5,5
12588,21/12/2018 21:14,Mango Chutney,2,0.5,5
12585,21/12/2018 20:23,Onion Chutney,1,0.5,6
12584,21/12/2018 19:38,Red Sauce,1,0.5,5
12581,21/12/2018 19:22,Mint Sauce,2,0.5,6
12580,21/12/2018 19:19,Mango Chutney,1,0.5,8
12579,21/12/2018 19:05,Mango Chutney,2,0.5,7
12579,21/12/2018 19:05,Onion Chutney,1,0.5,7
12574,21/12/2018 17:25,Mango Chutney,1,0.5,7
12571,21/12/2018 16:49,Mango Chutney,1,0.5,12
12571,21/12/2018 16:49,Mint Sauce,1,0.5,12
12571,21/12/2018 16:49,Onion Chutney,1,0.5,12
12570,21/12/2018 12:23,Red Sauce,1,0.5,4
12561,20/12/2018 19:07,Mint Sauce,1,0.5,11
12561,20/12/2018 19:07,Red Sauce,2,0.5,11
12560,20/12/2018 18:54,Mango Chutney,1,0.5,7
12559,20/12/2018 18:48,Onion Chutney,1,0.5,6
12556,20/12/2018 16:26,Mint Sauce,1,0.5,5
12546,19/12/2018 14:42,Mint Sauce,1,0.5,4
12541,18/12/2018 18:33,Lime Pickle,1,0.5,4
12537,18/12/2018 13:04,Mango Chutney,1,0.5,5
12536,17/12/2018 21:41,Onion Chutney,1,0.5,4
12534,17/12/2018 20:11,Onion Chutney,1,0.5,6
12534,17/12/2018 20:11,Red Sauce,1,0.5,6
12532,17/12/2018 19:01,Mango Chutney,1,0.5,6
12532,17/12/2018 19:01,Mint Sauce,1,0.5,6
12531,17/12/2018 19:00,Mango Chutney,1,0.5,1
12526,16/12/2018 20:37,Mint Sauce,1,0.5,13
12526,16/12/2018 20:37,Mango Chutney,1,0.5,13
12526,16/12/2018 20:37,Onion Chutney,1,0.5,13
12518,16/12/2018 17:36,Mango Chutney,1,0.5,8
12518,16/12/2018 17:36,Onion Chutney,1,0.5,8
12508,15/12/2018 19:39,Mint Sauce,1,0.5,6
12506,15/12/2018 19:26,Mango Chutney,1,0.5,6
12503,15/12/2018 18:58,Mango Chutney,1,0.5,10
12503,15/12/2018 18:58,Mint Sauce,1,0.5,10
12499,15/12/2018 18:22,Lime Pickle,1,0.5,5
12496,15/12/2018 18:08,Mango Chutney,1,0.5,9
12492,15/12/2018 17:58,Mint Sauce,1,0.5,10
12492,15/12/2018 17:58,Mango Chutney,1,0.5,10
12492,15/12/2018 17:58,Lime Pickle,1,0.5,10
12489,15/12/2018 17:42,Onion Chutney,1,0.5,7
12486,15/12/2018 17:17,Red Sauce,1,0.5,12
12485,15/12/2018 16:53,Mint Sauce,2,0.5,9
12483,15/12/2018 16:22,Mango Chutney,2,0.5,8
12482,15/12/2018 14:15,Mango Chutney,1,0.5,10
12482,15/12/2018 14:15,Mint Sauce,1,0.5,10
12482,15/12/2018 14:15,Lime Pickle,1,0.5,10
12475,14/12/2018 19:53,Mint Sauce,1,0.5,8
12475,14/12/2018 19:53,Red Sauce,2,0.5,8
12475,14/12/2018 19:53,Mango Chutney,1,0.5,8
12473,14/12/2018 19:29,Red Sauce,1,0.5,5
12473,14/12/2018 19:29,Mint Sauce,1,0.5,5
12470,14/12/2018 19:07,Lime Pickle,1,0.5,8
12466,14/12/2018 18:47,Onion Chutney,1,0.5,7
12466,14/12/2018 18:47,Mint Sauce,1,0.5,7
12465,14/12/2018 18:42,Mango Chutney,2,0.5,7
12465,14/12/2018 18:42,Onion Chutney,1,0.5,7
12461,14/12/2018 17:53,Red Sauce,1,0.5,10
12461,14/12/2018 17:53,Lime Pickle,1,0.5,10
12461,14/12/2018 17:53,Mint Sauce,3,0.5,10
12461,14/12/2018 17:53,Onion Chutney,3,0.5,10
12460,14/12/2018 17:52,Mango Chutney,2,0.5,8
12458,14/12/2018 17:42,Mint Sauce,1,0.5,8
12458,14/12/2018 17:42,Mango Chutney,1,0.5,8
12454,13/12/2018 21:58,Onion Chutney,1,0.5,5
12444,13/12/2018 18:34,Mango Chutney,2,0.5,9
12444,13/12/2018 18:34,Onion Chutney,1,0.5,9
12441,13/12/2018 17:50,Mango Chutney,2,0.5,8
12441,13/12/2018 17:50,Onion Chutney,1,0.5,8
12437,12/12/2018 21:13,Red Sauce,1,0.5,7
12437,12/12/2018 21:13,Mango Chutney,2,0.5,7
12433,12/12/2018 18:50,Mango Chutney,1,0.5,7
12423,11/12/2018 17:16,Onion Chutney,1,0.5,20
12423,11/12/2018 17:16,Red Sauce,2,0.5,20
12423,11/12/2018 17:16,Mint Sauce,2,0.5,20
12418,10/12/2018 19:12,Mint Sauce,1,0.5,2
12417,10/12/2018 19:07,Lime Pickle,1,0.5,4
12416,10/12/2018 18:01,Mango Chutney,3,0.5,9
12412,10/12/2018 16:25,Mint Sauce,1,0.5,4
12411,10/12/2018 15:50,Mint Sauce,1,0.5,6
12408,09/12/2018 19:04,Mango Chutney,1,0.5,7
12397,08/12/2018 21:03,Red Sauce,1,0.5,3
12395,08/12/2018 20:42,Mint Sauce,1,0.5,11
12395,08/12/2018 20:42,Lime Pickle,1,0.5,11
12395,08/12/2018 20:42,Mango Chutney,1,0.5,11
12393,08/12/2018 19:59,Onion Chutney,1,0.5,5
12387,08/12/2018 19:19,Mango Chutney,3,0.5,11
12386,08/12/2018 19:11,Mango Chutney,1,0.5,7
12382,08/12/2018 18:52,Mint Sauce,1,0.5,10
12382,08/12/2018 18:52,Mango Chutney,1,0.5,10
12380,08/12/2018 18:43,Mango Chutney,1,0.5,9
12380,08/12/2018 18:43,Onion Chutney,1,0.5,9
12380,08/12/2018 18:43,Red Sauce,1,0.5,9
12365,07/12/2018 19:38,Mint Sauce,1,0.5,18
12365,07/12/2018 19:38,Lime Pickle,1,0.5,18
